Gene	Length	YM9A	YC0A	YC1A	YC2A	YC3A	YC4A	YH1A	YH2A	YH3A	YH4A	RC1A	RC2A	RC3A	RC4A	RH1A	RH2A	RH3A	RH4A	YM9B	YC0B	YC1B	YC2B	YC3B	YC4B	YH1B	YH2B	YH3B	YH4B	RC1B	RC2B	RC3B	RC4B	RH1B	RH2B	RH3B	RH4B
CNAG_05484	2314	54.887	31.664	22.312	33.728	45.288	36.647	20.775	39.905	47.609	73.685	33.24	48.707	39.426	44.78	48.533	34.368	35.693	45.277	39.902	9.219	10.852	31.947	40.109	41.654	7.599	48.34	54.055	62.457	12.716	41.347	52.953	45.565	31.727	57.071	20.809	36.864
CNAG_05485	1458	87.608	45.517	81.438	121.967	127.418	100.211	89.748	53.556	102.614	88.45	60.939	47.72	59.547	43.929	26.548	30.072	14.5	19.73	71.012	13.521	48.975	79.673	107.73	93.936	52.64	90.896	51.839	78.072	61.036	68.285	49.826	42.545	38.838	26.612	38.15	31.414
CNAG_05486	3160	125.607	52.444	108.212	136.617	131.372	161.668	126.936	132.84	137.512	140.339	74.537	73.061	106.314	63.68	26.548	61.048	44.245	42.748	129.512	50.705	96.003	133.633	172.521	169.774	123.816	168.572	110.768	124.264	125.251	88.959	83.808	75.209	86.975	100.997	88.872	83.344
CNAG_05487	3911	14.777	0.99	10.04	11.583	16.893	16.54	8.518	32.029	21.494	25.452	22.16	22.379	8.701	19.07	12.03	28.037	15.988	20.742	13.019	7.375	18.505	19.87	13.627	15.943	10.565	15.7	19.052	17.566	8.265	6.891	13.759	12.352	22.428	49.376	26.011	57.379
CNAG_05496	2095	474.456	249.354	170.127	133.21	96.507	100.211	195.702	156.993	139.824	129.089	106.77	76.023	93.263	89.05	34.429	51.778	30.86	28.33	542.731	59.309	128.838	140.451	76.876	101.98	211.859	141.716	131.149	96.289	127.794	60.768	52.953	61.21	95.728	76.95	69.797	38.146
CNAG_05497	2073	705.614	228.575	194.112	303.214	469.417	539.164	297.5	423.199	527.17	369.972	108.28	141.514	295.56	232.927	38.578	125.487	71.014	55.395	839.458	134.291	284.112	324.341	481.312	469.968	310.281	372.262	479.846	345.468	196.459	196.712	280.193	206.687	148.241	155.824	194.651	128.221
CNAG_05498	2007	69.664	36.612	22.87	34.75	50.86	68.916	29.708	38.854	63.094	64.685	9.065	62.859	44.32	45.121	23.23	35.95	29.001	21.247	47.172	3.38	23.235	38.96	70.963	76.269	22.984	60.322	25.698	57.253	23.524	33.203	43.155	40.075	42.667	28.215	43.352	34.62
CNAG_05499	1187	130.357	53.433	40.161	102.207	69.37	210.801	61.702	91.361	66.33	80.013	13.094	35.214	17.13	52.272	2.489	26.228	9.295	15.43	175.669	43.022	31.166	67.79	128.041	308.237	50.231	84.699	34.116	173.059	10.173	36.335	50.868	61.21	14.769	19.238	26.011	24.683
CNAG_05500	1523	3.694	17.811	35.141	16.694	13.299	20.918	11.219	17.327	22.187	27.28	17.123	45.416	26.375	42.397	20.326	35.498	14.872	19.224	24.347	12.292	26.018	14.415	11.184	30.307	18.165	26.856	23.926	31.879	17.166	27.565	27.31	16.744	28.445	48.415	30.346	54.173
CNAG_05501	1741	12.138	10.885	10.598	5.451	2.157	4.216	2.285	5.251	7.165	9.703	11.583	2.304	4.894	6.981	2.489	10.401	5.577	7.841	3.551	3.688	7.652	7.987	10.156	7.756	5.746	9.09	7.532	14.964	12.08	12.529	13.343	2.47	9.299	4.489	16.907	17.951
CNAG_05502	2109	87.08	64.318	229.811	133.891	79.255	100.374	204.843	111.838	112.09	83.669	80.581	110.579	95.982	76.45	43.141	108.982	93.694	52.107	75.238	74.982	188.109	136.555	80.347	87.329	193.323	149.979	99.691	72.867	193.916	145.968	100.903	73.836	152.07	132.098	129.189	134.311
CNAG_05503	1971	18.472	94.003	29.563	31.003	30.552	38.917	23.891	24.153	22.418	36.421	29.211	48.707	35.348	31.5	33.6	37.307	55.027	38.701	36.182	20.589	11.27	30.584	30.468	39.93	10.38	24.377	24.812	35.132	0	30.071	31.688	28.821	17.504	46.491	31.214	48.724
CNAG_05504	919	15.833	15.832	5.02	7.154	12.94	17.513	8.31	17.852	23.805	41.905	6.044	31.594	18.761	29.456	2.904	25.097	11.154	12.394	33.646	7.068	6.4	5.454	16.327	33.036	5.561	30.161	22.597	33.181	0	25.685	22.516	25.802	11.487	15.069	16.04	43.275
CNAG_05505	1298	26.388	9.895	11.714	39.861	12.221	23.999	10.803	11.026	28.658	34.874	14.605	29.619	23.112	23.667	27.378	29.846	16.359	22.512	28.236	21.204	6.4	16.168	14.398	26.285	12.233	18.179	28.357	18.217	2.543	33.203	12.509	24.704	22.428	33.345	14.306	37.184
CNAG_05507	701	29.027	11.874	23.427	38.839	52.477	41.025	41.135	54.081	35.591	43.592	25.181	11.19	20.937	25.2	18.252	30.524	16.731	9.359	53.259	11.677	17.67	36.233	46.666	41.366	29.842	40.49	63.359	32.53	37.512	26.312	18.554	15.646	25.71	36.872	22.11	19.874
CNAG_05508	2629	25.332	43.538	32.352	44.29	25.52	47.998	42.381	25.728	53.156	35.014	3.022	23.695	21.48	24.008	17.007	21.932	18.962	17.2	25.023	8.297	16.557	46.362	31.496	46.106	50.972	28.508	19.495	24.723	9.537	42.6	19.597	25.253	15.316	13.466	40.751	29.811
CNAG_05509	848	205.826	24.738	145.026	197.941	163.901	186.153	191.547	148.592	132.659	121.355	62.45	71.086	86.194	76.11	26.963	38.437	17.847	13.406	271.197	18.438	97.394	225.968	165.322	171.929	208.708	210.301	65.575	82.626	78.202	103.994	60.458	83.169	78.223	55.148	58.959	45.198
CNAG_05510	940	29.555	8.906	17.292	13.968	34.685	39.079	20.775	75.084	44.143	52.873	3.525	29.29	32.357	40.183	3.319	40.698	18.59	10.877	18.767	23.355	15.583	24.35	24.426	27.003	12.604	40.49	49.181	78.072	6.358	45.106	30.229	31.017	22.975	41.681	40.317	38.787
CNAG_05511	3614	173.633	281.019	82.554	159.443	147.906	152.101	122.989	202.673	193.904	195.322	168.716	177.058	156.617	171.8	131.081	153.75	128.272	139.626	183.278	58.387	71.376	120.776	99.888	109.448	109.729	224.349	239.258	182.168	61.672	108.38	89.02	141.909	185.985	153.58	110.114	155.468
CNAG_05512	2178	53.304	33.643	28.448	49.741	56.97	68.429	70.428	110.788	59.396	107.293	27.7	43.442	51.39	71.683	42.726	77.327	36.809	26.306	83.185	23.048	22.54	36.233	43.195	56.304	36.329	51.646	73.55	46.843	13.987	50.118	61.084	46.113	63.454	79.515	64.595	45.198
CNAG_05513	1234	39.054	10.885	11.156	19.079	27.317	84.158	11.842	37.279	22.649	69.045	5.54	10.531	15.77	21.624	1.244	9.949	8.551	0.506	50.384	15.365	3.061	39.934	46.28	77.418	6.487	17.766	15.064	83.277	0	30.071	28.77	32.664	0	12.184	15.173	7.373
CNAG_05514	1397	5.278	0	0	0	0	0	0	0	1.618	0.422	0	3.291	0	0	0	2.939	0	0	1.86	0	0.557	0.779	0.643	1.005	0.927	0	0	9.108	0	3.132	0	1.921	0	0	0	0
CNAG_05515	3038	70.192	51.454	58.568	111.405	90.577	77.672	156.229	127.59	183.042	149.62	71.012	153.691	101.148	90.923	76.74	102.877	62.463	44.012	71.35	24.277	94.055	108.503	64.535	45.532	260.792	135.105	102.349	100.843	92.825	119.03	96.108	115.284	149.882	107.41	86.271	94.242
CNAG_05516	2154	60.165	14.843	1.673	26.574	32.349	87.077	9.557	9.451	17.796	67.92	6.547	17.442	28.822	36.948	6.637	11.757	13.385	17.706	85.045	27.964	4.731	16.948	50.779	96.952	4.078	23.55	32.344	126.867	0	17.541	30.855	50.231	1.094	17.955	27.745	34.94
CNAG_05517	2212	64.387	150.404	124.388	107.999	71.527	71.51	92.034	150.167	113.246	119.246	100.726	136.907	115.015	160.733	81.718	197.614	114.515	190.215	67.461	141.359	70.263	92.14	65.563	63.629	83.038	118.579	105.894	131.421	86.468	82.694	124.878	171.828	84.24	169.611	224.564	275.354
CNAG_05518	4000	108.191	111.814	63.589	56.554	98.304	76.375	41.966	81.909	91.29	122.761	72.019	105.971	85.922	144.387	60.148	129.557	105.964	132.543	85.721	77.133	39.375	15.194	54.25	78.28	20.018	57.843	79.31	101.493	38.147	83.947	103.196	120.499	38.838	139.793	114.016	179.83
CNAG_05519	3156	17.944	31.664	5.578	21.463	35.943	17.675	6.648	22.578	30.969	26.015	8.058	19.417	15.77	36.437	9.541	19.897	7.808	25.042	31.448	7.375	2.087	28.051	34.067	24.274	4.819	23.137	23.926	31.879	3.815	16.288	27.31	37.055	3.829	22.123	28.612	52.891
CNAG_05520	3676	88.664	152.383	146.142	156.036	88.6	75.564	179.912	99.236	131.272	113.34	59.932	76.352	82.659	49.718	69.274	72.353	38.668	46.036	104.996	32.267	115.899	137.529	111.972	67.22	172.378	129.734	73.993	67.662	62.308	55.756	39.611	27.174	49.231	67.973	41.618	51.929
CNAG_05521	1217	31.666	122.698	205.826	45.312	24.082	36.647	151.035	138.616	140.748	95.481	135.476	71.745	41.873	100.799	35.674	99.711	68.784	77.907	36.013	192.064	215.936	38.376	21.34	27.721	244.11	97.507	91.273	80.024	230.792	67.659	39.402	86.463	183.797	137.869	211.992	246.505
CNAG_05522	941	165.716	117.751	136.66	180.225	175.942	329.822	181.367	214.75	197.833	279.553	152.6	89.845	95.71	163.798	40.652	108.303	69.527	35.412	261.052	368.762	309.156	238.435	396.851	350.178	231.135	288.803	153.746	451.515	238.422	183.556	218.692	330.48	119.249	189.49	205.923	118.284
CNAG_05523	3792	18.999	35.622	21.196	35.772	27.856	11.027	16.62	37.279	10.862	22.218	14.102	42.125	17.402	21.794	12.03	33.237	4.462	8.347	13.864	8.912	14.192	21.233	12.47	10.342	6.117	43.796	10.191	9.759	24.796	26.312	11.258	7.137	12.034	12.504	7.803	21.477
CNAG_05524	2233	51.72	27.706	42.95	31.003	34.505	70.862	12.673	44.105	56.854	60.326	17.123	70.428	47.311	67.767	16.593	76.875	26.026	57.672	42.1	32.574	22.54	34.869	36.895	59.895	15.755	30.574	26.141	43.59	15.259	62.647	51.077	71.366	18.052	74.385	69.363	88.472
CNAG_05525	610	1785.938	265.187	225.349	661.96	1406.454	1912.126	323.261	676.278	1060.579	1301.581	171.234	342.268	483.717	704.399	95.822	286.472	161.734	130.773	1385.741	62.075	217.049	524.401	1106.477	1628.8	222.424	682.55	1362.001	1341.534	167.849	475.492	680.26	864.079	269.679	371.606	365.458	203.871
CNAG_05526	1229	39.054	14.843	28.448	21.463	20.308	21.242	28.046	76.659	33.28	22.921	18.131	21.721	18.218	6.3	20.741	27.585	29.001	12.647	11.328	12.292	13.913	21.038	20.055	13.071	30.583	35.532	26.584	35.132	10.173	35.082	9.59	17.018	26.804	21.161	31.214	33.337
CNAG_05527	6658	222.714	366.116	273.319	618.011	372.91	342.47	334.272	551.313	443.738	336.504	248.29	272.498	219.698	205.854	133.985	252.783	192.594	197.55	244.99	120.155	183.657	501.025	405.207	245.325	317.51	576.366	355.786	368.239	199.003	286.924	198.053	166.887	202.943	238.225	240.604	260.93
CNAG_05528	3208	5.805	11.874	13.387	9.88	7.728	6	14.543	4.726	7.627	10.687	4.533	15.797	8.701	14.813	6.222	9.722	5.949	11.383	7.439	3.073	5.426	2.727	4.885	0.862	6.302	0	5.76	9.108	0	18.168	13.759	6.313	15.863	8.336	8.237	15.066
CNAG_05529	2678	23.221	23.748	23.427	73.589	78.715	74.105	21.398	70.358	31.894	62.014	61.443	63.517	50.846	45.121	11.2	47.029	22.308	29.342	46.158	8.604	22.401	53.18	59.264	53.719	25.579	36.772	26.584	56.602	69.301	73.924	50.034	55.995	42.667	32.383	57.658	51.929
CNAG_05530	726	36.415	28.696	49.644	35.432	29.833	40.863	41.342	76.134	58.241	49.92	28.203	10.86	19.577	14.984	15.348	25.324	4.833	11.13	38.042	4.302	21.148	7.208	22.626	30.738	24.096	50.406	28.8	35.132	12.08	8.771	21.89	9.607	2.188	21.482	20.376	12.502
CNAG_05531	3738	9.5	38.591	97.614	17.716	10.244	31.944	66.48	63.007	39.983	41.905	60.939	19.417	17.13	25.37	43.141	27.811	19.334	35.412	47.003	69.758	72.35	19.285	10.542	31.025	78.034	50.819	52.282	31.229	94.097	11.903	10.007	22.233	61.813	47.453	40.317	45.518
CNAG_05532	1522	39.582	11.874	2.231	18.057	8.447	21.729	3.947	17.852	15.022	14.343	9.569	37.189	34.26	29.797	11.2	46.577	11.154	16.694	42.945	19.975	8.765	4.87	8.228	15.656	4.263	22.724	3.545	6.506	13.352	25.685	29.187	39.8	19.693	36.551	22.543	45.518
CNAG_05533	1294	23.221	94.003	48.528	34.41	19.23	25.296	47.16	51.456	49.458	85.497	31.225	25.012	26.647	34.054	15.763	63.083	27.885	25.042	21.473	13.214	40.488	25.714	29.696	17.954	41.334	43.796	55.384	66.361	25.432	18.168	23.141	23.606	35.009	54.827	20.809	33.017
CNAG_05534	1267	7.916	17.811	15.06	27.596	1.617	9.405	33.448	39.38	25.191	20.671	14.605	10.86	7.885	16.175	2.074	21.254	2.974	9.359	10.821	24.891	36.453	12.467	2.7	9.767	35.959	43.382	7.532	38.385	26.703	2.506	6.671	7.411	7.111	10.581	6.069	28.529
CNAG_05535	4129	208.465	119.73	371.491	413.597	458.994	301.932	474.296	392.22	254.456	222.18	427.078	250.448	247.161	200.235	224.414	172.064	94.438	126.22	186.659	43.637	246.407	279.343	288.35	218.61	354.951	214.02	161.278	178.915	315.988	188.568	177.414	118.852	334.226	119.594	92.34	83.023
CNAG_05536	1118	3.167	13.853	0	0	2.336	6.648	6.025	0	5.084	2.812	3.525	8.228	1.088	2.554	0	4.974	1.115	0.506	3.212	4.302	1.113	0.974	1.543	1.149	1.854	0	2.215	3.904	0	2.506	4.586	7.137	0	11.222	0	2.244
CNAG_05537	1257	49.609	35.622	50.759	54.51	67.214	52.376	48.198	121.814	67.023	52.733	20.649	39.492	11.964	24.008	21.155	24.193	23.052	18.718	42.945	2.458	26.435	68.569	52.836	41.079	32.808	36.772	38.104	74.819	11.444	13.156	34.816	20.312	20.24	32.063	20.376	24.362
CNAG_05538	3051	77.581	47.496	36.814	115.153	115.557	93.077	105.33	92.411	97.992	66.232	32.736	32.581	60.091	48.697	10.785	48.838	22.308	16.947	79.465	10.141	53.567	107.724	136.912	94.942	74.141	132.213	68.676	118.409	29.246	55.756	59.416	44.741	38.291	45.208	33.815	43.595
CNAG_05539	4009	46.443	112.803	181.283	94.03	30.552	36.16	110.939	115.513	70.721	75.372	95.186	180.349	113.384	77.642	36.918	139.279	52.424	105.731	43.114	74.674	167.796	72.465	36.51	32.03	163.852	118.579	54.498	70.915	59.764	96.477	119.874	143.281	108.856	177.627	110.114	186.241
CNAG_05540	3141	128.773	171.184	345.832	155.014	124.004	85.293	260.104	259.38	264.163	196.025	257.859	256.042	219.155	169.757	95.407	263.184	139.798	100.419	123.932	215.419	342.826	163.826	108.887	88.334	265.055	217.325	218.877	166.553	301.365	291.936	241.625	154.81	280.619	275.097	290.459	177.586
CNAG_05541	894	27.971	0	0	22.826	30.013	46.214	8.933	37.279	27.502	39.514	5.54	11.848	14.955	30.819	0	9.949	4.833	4.3	24.178	2.458	5.426	25.324	54.122	45.532	10.565	19.832	22.154	30.578	0	13.782	24.392	55.446	0	11.863	16.04	14.104
CNAG_05542	1272	0	9.895	4.462	10.902	0	0	1.662	1.575	3.236	2.953	0	5.924	0	0	7.881	2.261	1.487	3.288	0	0	0.974	2.532	0	1.293	1.483	0	0	0	0	1.253	1.459	0.549	0.547	0	0	1.923
CNAG_05543	1474	2.639	0	0	0	3.415	0.811	4.363	9.976	3.236	6.89	0	6.582	3.535	7.322	0.415	7.235	1.487	6.83	1.522	4.61	4.035	0.39	0.771	2.154	3.522	1.653	6.646	2.602	1.907	0	4.378	6.588	1.641	3.527	0.434	3.847
CNAG_05544	784	5.805	16.822	23.427	8.517	0.359	1.946	9.764	9.451	1.618	3.094	15.109	26.986	6.526	3.235	8.296	7.687	5.577	3.541	1.522	20.589	20.87	9.156	0.129	2.154	13.901	5.784	1.772	5.205	39.419	10.65	6.463	3.843	19.693	17.314	10.405	16.028
CNAG_05545	782	7.389	1.979	3.347	1.022	4.493	6.486	0.831	1.05	6.933	19.827	2.518	20.734	19.305	22.305	2.904	12.662	11.154	13.659	9.13	2.151	6.4	2.727	6.813	5.314	0.927	13.634	6.203	28.626	0	4.385	18.346	27.997	6.564	18.276	17.774	34.94
CNAG_05546	1418	24.277	16.822	8.925	22.145	15.635	25.945	6.233	30.979	40.676	31.358	18.634	37.847	32.357	41.375	13.274	24.419	14.5	24.03	16.062	3.38	7.652	16.948	20.826	25.279	12.789	17.766	2.215	26.675	0	15.662	22.516	44.741	14.769	32.383	15.173	33.658
CNAG_05547	1768	33.777	510.583	542.176	397.925	55.712	30.972	446.249	152.793	55.467	70.451	353.548	400.519	129.698	87.007	136.473	99.937	62.091	42.242	61.205	88.81	309.434	200.838	15.941	3.447	313.803	78.915	40.319	49.445	162.127	113.391	52.745	45.016	102.839	59.636	78.034	92.319
CNAG_05548	689	0.528	9.895	2.231	0.341	0	0	4.571	2.1	2.311	3.516	5.036	2.304	2.447	4.938	0.83	2.035	1.487	0	1.353	0	3.617	0	1.671	2.154	6.673	0	0	0	6.358	1.253	4.378	0	0	1.603	0	7.052
CNAG_05549	3474	144.606	27.706	179.61	232.691	283.591	236.421	233.305	247.829	212.855	198.837	140.513	164.881	132.961	128.212	63.052	156.237	77.707	116.102	150.815	35.954	135.517	234.539	235.771	181.983	165.15	226.828	182.988	148.336	121.436	125.921	74.009	72.19	111.044	123.762	106.646	83.344
CNAG_05550	1783	119.801	63.328	140.564	121.626	117.354	207.233	184.899	180.096	126.881	203.056	122.886	142.173	126.707	130.255	77.155	55.847	33.09	26.559	101.952	43.022	83.898	102.465	157.738	221.195	110.1	114.447	120.958	188.674	151.318	204.856	210.145	158.103	105.574	72.461	99.276	87.511
CNAG_05551	3125	27.971	15.832	3.347	16.353	57.509	50.106	6.648	23.628	36.978	80.154	7.554	34.885	36.707	50.059	0.83	38.437	14.872	28.836	41.423	8.297	3.617	21.818	86.775	50.559	1.854	40.077	50.067	39.687	1.907	43.853	64.211	76.856	10.94	42.964	48.988	31.735
CNAG_05552	3463	321.405	110.824	144.469	257.561	347.031	324.795	180.536	339.714	335.114	313.021	89.646	221.157	244.442	271.577	92.088	193.092	127.9	109.525	277.283	59.309	96.281	254.993	352.242	248.629	135.864	331.359	299.073	312.287	63.579	263.744	254.55	254.997	86.975	240.149	179.044	163.802
CNAG_05553	1352	32.193	14.843	5.02	32.366	18.511	43.62	18.49	50.406	39.289	35.014	9.065	33.569	28.278	38.651	25.718	32.559	20.821	19.224	30.772	11.063	10.992	27.856	28.668	23.269	17.423	42.969	25.698	30.578	2.543	40.094	22.932	25.527	37.197	20.52	35.982	31.414
CNAG_05554	682	58.581	50.465	14.503	43.949	61.463	55.295	23.476	47.78	50.614	61.451	7.051	22.379	20.121	48.186	14.104	31.654	19.334	8.347	66.954	17.516	26.157	41.492	47.823	45.101	18.721	40.077	52.282	24.723	14.623	37.588	54.621	44.741	27.898	45.208	35.549	32.376
CNAG_05555	984	3063.643	464.076	499.226	1160.729	2537.944	2940.185	600.401	1389.31	2132.714	2123.366	455.785	716.787	1115.894	1445.064	367.939	795.43	946.611	512.214	2561.321	187.454	357.992	878.741	1919.334	2179.49	410.001	1187.025	2348.277	1744.254	553.774	893.348	1220.632	1351.015	458.399	803.81	622.537	494.292
CNAG_05556	425	1133.627	115.772	172.358	361.472	812.135	1227.672	175.965	388.02	711.598	803.926	98.711	241.233	421.451	393.66	38.578	148.323	118.233	64.248	763.882	37.184	109.638	319.082	664.118	756.085	110.841	328.88	537.888	577.081	165.941	294.441	530.157	428.197	68.377	195.903	173.409	134.311
CNAG_05557	1704	65.97	8.906	45.739	55.532	99.742	81.888	73.544	50.406	62.863	73.685	58.925	64.833	66.616	56.188	20.741	43.864	31.975	20.742	74.393	22.126	37.01	87.075	95.131	74.546	48.933	104.944	34.116	67.662	49.592	92.091	59.833	54.897	39.932	59.957	73.699	28.529
CNAG_05558	4875	123.496	131.604	113.79	266.419	319.534	279.554	226.449	253.079	238.74	294.74	64.465	162.248	178.913	216.07	72.592	151.715	88.489	107.502	161.467	96.8	132.734	303.498	385.924	247.767	233.174	185.098	182.545	369.54	66.122	223.65	256.01	306.325	66.189	203.918	169.507	188.805
CNAG_05559	3336	74.942	68.276	25.101	53.148	42.413	42.971	45.705	94.511	88.285	88.028	34.75	68.454	58.187	66.745	46.459	82.075	47.219	66.525	55.964	50.705	40.905	51.037	83.175	42.946	52.084	64.454	84.184	123.614	22.253	77.682	64.211	71.915	32.821	87.21	110.114	137.837
CNAG_05562	2361	18.472	43.538	12.829	36.454	41.874	31.296	12.673	36.754	42.756	56.389	6.547	25.999	37.523	36.097	6.222	16.279	6.692	14.418	48.356	6.761	12.244	27.077	41.781	23.843	4.263	23.137	30.572	42.289	0	51.371	35.441	25.802	3.282	43.926	8.237	43.595
CNAG_05563	1747	26.916	11.874	41.835	69.501	56.251	59.024	54.431	59.332	50.845	38.952	12.087	39.163	28.822	28.264	2.904	30.298	9.667	12.141	37.197	9.526	36.314	61.167	56.179	50.99	31.139	42.143	28.8	30.578	23.524	25.685	28.978	37.879	26.257	22.444	32.514	28.85
CNAG_05564	1466	29.027	49.475	6.136	23.167	28.215	23.512	14.543	5.251	20.338	26.015	14.605	17.442	10.604	31.84	6.637	28.263	8.18	12.394	26.038	21.204	5.426	13.831	32.01	27.721	5.931	14.048	11.52	23.422	4.451	5.012	28.144	16.744	7.658	21.482	7.37	31.094
CNAG_05565	2775	83.914	8.906	5.578	4.088	17.073	193.288	2.493	5.776	6.702	104.621	16.116	1.316	6.798	10.727	2.904	2.713	0	0	86.228	36.262	3.757	10.909	44.48	225.36	7.599	2.892	31.901	160.047	9.537	19.421	35.441	74.111	9.846	6.733	3.468	7.052
CNAG_05566	1018	21.11	0	38.488	23.848	14.377	9.729	41.135	37.804	33.511	21.234	13.598	35.543	10.06	18.048	31.526	17.636	13.013	21.247	18.598	6.453	19.201	42.661	15.427	10.054	40.778	26.856	46.079	11.06	24.16	19.421	16.47	8.784	22.975	15.39	13.873	29.491
CNAG_05567	1347	25.86	15.832	5.02	18.738	10.783	12.81	13.088	14.177	13.405	14.484	22.663	11.19	13.867	16.346	7.881	18.54	5.577	8.347	15.217	13.829	16.418	15.194	8.87	18.385	9.082	12.395	6.646	33.831	2.543	15.035	10.841	12.077	2.188	7.374	15.607	16.348
CNAG_05568	946	12.666	0	29.005	40.542	26.598	37.782	20.567	50.406	41.138	64.404	3.525	22.708	11.148	23.838	7.881	16.279	16.359	10.624	23.332	7.068	12.105	34.674	36.253	41.366	5.19	54.125	33.23	57.903	5.086	6.891	36.692	46.113	22.975	15.069	11.705	23.721
CNAG_05569	798	8.444	9.895	6.694	18.738	5.032	15.08	13.712	26.778	16.64	19.124	4.533	7.898	5.71	7.322	5.393	19.897	23.052	17.2	10.483	5.839	7.931	12.078	14.141	15.225	11.677	20.245	16.394	36.434	2.543	11.903	13.343	24.155	24.616	16.993	5.636	7.693
CNAG_05570	998	36.943	40.57	23.985	50.763	30.911	52.7	75.621	99.761	95.681	65.388	38.276	39.163	30.997	28.775	8.711	56.3	7.436	33.136	66.108	13.829	17.531	48.31	25.968	28.008	51.714	77.675	80.196	70.265	18.438	35.709	27.102	29.644	28.992	42.964	28.179	46.16
CNAG_05571	8144	1043.38	352.263	675.489	1704.129	1731.021	972.603	1145.955	1362.532	1095.94	769.193	844.084	669.067	766.497	542.474	309.45	425.752	226.428	227.145	840.811	126.916	529.544	1387.363	1296.354	821.151	868.75	1253.544	854.241	646.695	799.189	944.092	614.173	342.557	848.421	302.671	334.245	266.058
CNAG_05572	927	15.833	46.507	82.554	37.135	10.603	13.459	78.53	9.976	30.969	18.281	41.298	45.416	44.048	19.24	17.422	14.244	13.013	14.924	13.019	56.236	44.106	23.96	6.556	18.672	39.295	10.329	8.861	7.157	45.777	12.529	22.099	12.901	15.316	27.574	32.081	29.17
CNAG_05573	527	49.609	71.244	109.885	128.44	94.171	60.484	101.59	109.213	82.276	65.107	73.53	54.302	46.767	31.329	64.296	24.645	8.18	24.789	80.142	39.949	96.976	99.932	74.562	66.359	131.601	179.727	112.54	64.409	51.499	67.032	18.137	13.45	66.736	25.971	31.647	25.644
CNAG_05574	1708	6.861	37.601	13.945	21.123	27.137	28.377	23.684	28.878	26.347	35.858	18.131	31.923	42.689	42.567	13.274	47.482	23.424	39.207	19.275	21.204	16.696	24.155	33.424	22.838	11.307	25.203	27.913	57.253	8.901	37.588	16.887	33.762	8.752	18.276	17.341	34.94
CNAG_05575	918	28.499	13.853	1.673	14.309	10.783	8.27	6.856	10.501	21.031	14.484	8.562	15.468	16.586	11.408	2.904	12.662	3.346	6.324	19.106	6.453	6.4	6.234	3.728	9.767	5.561	25.203	12.849	7.807	1.272	16.288	8.131	18.939	0	16.993	6.936	33.337
CNAG_05576	619	105.552	52.444	15.618	22.145	31.271	349.767	17.036	32.554	25.191	175.353	5.54	26.657	19.033	25.881	0	3.844	7.436	5.565	150.477	28.579	18.227	48.7	82.276	495.965	12.419	40.077	27.027	223.806	13.352	59.515	35.858	118.852	2.188	18.917	37.283	16.989
CNAG_05577	2510	36.943	47.496	21.754	28.959	14.198	29.35	18.282	41.48	31.894	42.467	4.029	26.657	12.508	17.538	5.393	29.393	8.551	16.694	28.066	11.063	10.018	25.908	22.497	29.732	14.272	30.161	39.433	41.638	13.987	21.926	29.604	47.76	6.017	38.155	30.346	47.762
CNAG_05578	419	70.72	32.654	17.849	43.949	54.274	113.022	45.498	74.559	101.459	102.372	37.269	28.303	46.496	45.972	2.489	25.776	20.821	11.13	59.345	17.209	25.74	30.194	61.192	68.513	27.988	36.359	33.23	63.108	17.802	18.168	39.819	39.8	13.675	33.024	39.884	38.787
CNAG_05579	2844	180.494	129.625	270.53	323.996	249.266	154.047	356.709	330.263	266.936	223.164	210.014	196.475	158.248	139.62	107.022	210.502	108.938	128.243	157.409	65.455	175.726	249.538	221.887	152.251	313.432	406.142	203.37	245.276	160.855	231.168	155.315	132.027	214.977	192.376	146.964	163.161
CNAG_05580	1031	0	0	5.578	2.044	2.157	0	1.247	13.127	4.622	2.531	0	2.304	3.535	2.213	0	7.461	0.744	8.094	0	3.38	3.2	3.312	3.214	4.453	1.483	0	6.203	18.867	0	2.506	6.88	3.294	0	0.962	0.434	4.808
CNAG_05581	4908	422.735	282.998	423.366	625.506	738.451	872.553	565.499	693.08	963.743	853.284	500.608	580.538	662.086	883.01	231.88	576.336	449.138	412.554	454.474	365.997	476.813	605.827	856.822	941.515	535.115	607.767	821.454	992.163	577.934	715.43	672.963	886.038	617.033	791.626	1162.704	877.031
CNAG_05582	1364	0	0	7.809	11.583	4.313	4.054	6.44	1.575	19.414	9.562	2.015	9.873	5.71	11.408	1.659	5.426	0	5.818	1.691	0	12.105	5.454	8.87	3.591	13.531	10.742	10.191	18.217	3.179	13.782	12.3	8.509	0	10.581	7.37	8.334
CNAG_05583	1610	34.832	15.832	17.292	64.731	53.196	47.349	36.772	48.306	51.538	47.108	12.087	25.341	15.499	15.665	5.807	10.853	12.641	8.094	65.432	6.761	22.261	47.921	56.95	50.99	43.002	48.34	42.535	31.229	23.524	30.697	14.176	21.41	13.675	19.879	12.139	14.104
CNAG_05584	831	60.165	26.717	27.89	44.63	41.514	35.35	25.969	54.081	54.312	55.686	5.54	5.924	19.577	15.494	1.244	19.671	8.923	8.6	47.848	9.526	13.218	41.103	46.151	27.578	21.501	59.083	45.193	35.783	5.086	17.541	31.897	29.095	10.393	10.901	14.74	5.129
